name,domain,website,linkedin_url,industry,vertical,tier,status,headquarters,address,city,state,zip,phone,estimated_employees,estimated_revenue,total_beds,acute_beds,description,keywords,founded_year,twitter_url,facebook_url,logo_url,rural_urban,pay_type,source,source_id,apollo_id,recallwire_package,recallwire_price,recallwire_price_monthly,entity_type,parent_system,parent_system_id,tier,segment,individual_price,system_price,effective_price,priority_score,region,in_vantage,system_in_vantage
Same Day Surgery Center Llc,samedaysurgerycenter.org,http://www.samedaysurgerycenter.org,http://www.linkedin.com/company/same-day-surgery-center-llc,Healthcare,healthcare,Standard,new,"Rapid City, SD",651 Cathedral Drive,Rapid City,SD,57701,+1 (605) 755-9900,36,9000000,6,6.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,Urban,PPS,us_hospital_list_2024,430093,672852e90b702b00015dd39a,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Midwest,false,false
Avera Heart Hospital of South Dakota,,,http://www.linkedin.com/company/avera-heart-hospital-of-south-dakota,Healthcare,healthcare,Enterprise,new,"Sioux Falls, SD",4500 W 69th St.,Sioux Falls,SD,57108,+1 (605) 977-7000,318,79500000,53,53.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66e2327f4eb88f000175c228/picture,Urban,PPS,us_hospital_list_2024,430095,5da30af671bd2800018c80cb,Enterprise,20200,1683.33,system_member,Avera Health,avera_health,Enterprise,community,22590,3600.0,3600.0,32,Midwest,false,false
Sanford Aberdeen Medical Center,,,http://www.linkedin.com/company/sanford-aberdeen-medical-center,Healthcare,healthcare,Standard,new,"Aberdeen, SD",2905 3rd Ave Se,Aberdeen,SD,57402,+1 (605) 626-4200,288,72000000,48,48.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac09a4ccae0001634980/picture,Rural,PPS,us_hospital_list_2024,430097,67027808e0eff80001b48c52,Standard,5000,416.67,system_member,Sanford Health,sanford,Standard,community,5000,3600.0,3600.0,32,Midwest,false,false
Pine Ridge Ihs Hospital,,,,Healthcare,healthcare,Standard,new,"Pine Ridge, SD",East Highway 18,Pine Ridge,SD,57770,+1 (605) 867-5131,270,67500000,45,45.0,,,,,,,Rural,IHS,us_hospital_list_2024,430098,,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Midwest,false,false
Madison Regional Health System,madisonregionalhealth.org,http://www.madisonregionalhealth.org,http://www.linkedin.com/company/madison-regional-health-system,Healthcare,healthcare,Standard,new,"Madison, SD",323 Sw 10th St.,Madison,SD,57042,+1 (605) 256-6551,150,37500000,25,22.0,,,1884,https://twitter.com/Madison_Health,https://www.facebook.com/MadisonRegionalHealth,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/69688d9bce27e400019f686c/picture,Rural,CAH,us_hospital_list_2024,431300,60d1f65d8f6c7b00a44bc987,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Midwest,false,false
Faulkton Area Medical Center,faulktonmedical.org,http://www.faulktonmedical.org,http://www.linkedin.com/company/faulkton-area-medical-center,Healthcare,healthcare,Standard,new,"Faulkton, SD",1300 Oak Street Post Office Box 100,Faulkton,SD,57438,+1 (605) 598-6262,72,18000000,12,12.0,,,,https://twitter.com/faulktonareamed,https://facebook.com/pages/Faulkton-Area-Medical-Center/439520669467568,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/696a96aaf1fba40001f2b62b/picture,Rural,CAH,us_hospital_list_2024,431301,56d7751ef3e5bb7681000759,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Midwest,false,false
Avera Missouri River Health Center,,,,Healthcare,healthcare,Standard,new,"Gettysburg, SD",606 East Garfield,Gettysburg,SD,57442,+1 (605) 765-2480,42,10500000,7,7.0,,,,,,,Rural,CAH,us_hospital_list_2024,431302,,Standard,5000,416.67,system_member,Avera Health,avera_health,Standard,community,5000,3600.0,3600.0,32,Midwest,false,false
Douglas County Memorial Hospital-Cah,,,,Healthcare,healthcare,Standard,new,"Armour, SD",708 8th St.,Armour,SD,57313,+1 (605) 724-2159,66,16500000,11,11.0,,,,,,,Rural,CAH,us_hospital_list_2024,431305,,Standard,5000,416.67,independent,,,Standard,critical_access,5000,,5000,30,Midwest,false,false
Platte Health Center,,,http://www.linkedin.com/company/platte-health-center-avera,Healthcare,healthcare,Standard,new,"Platte, SD",601 E 7th St. Post Office Box 200,Platte,SD,57369,+1 (605) 337-3364,102,25500000,17,17.0,,,1947,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/69632934435db10001eded8f/picture,Rural,CAH,us_hospital_list_2024,431306,672882e93ca5f70001accd2c,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Midwest,false,false
Sanford Clear Lake Medical Center,,,,Healthcare,healthcare,Standard,new,"Clear Lake, SD",701 Third Avenue South,Clear Lake,SD,57226,+1 (605) 874-2141,60,15000000,10,10.0,,,,,,,Rural,CAH,us_hospital_list_2024,431307,,Standard,5000,416.67,system_member,Sanford Health,sanford,Standard,community,5000,3600.0,3600.0,32,Midwest,false,false
Eureka Community Health Services - Cah,,,,Healthcare,healthcare,Standard,new,"Eureka, SD",200 J Ave Post Office Box 517,Eureka,SD,57437,+1 (605) 284-2661,24,6000000,4,4.0,,,,,,,Rural,CAH,us_hospital_list_2024,431308,,Standard,5000,416.67,system_member,Unity Health,unity_health_ar,Standard,critical_access,5000,3800.0,3800.0,32,Midwest,false,true
Community Memorial Hospital,cloquethospital.com,http://www.cloquethospital.com,http://www.linkedin.com/company/community-memorial-hospital,Healthcare,healthcare,Standard,new,"Burke, SD",809 Jackson,Burke,SD,57523,+1 (218) 879-4641,96,24000000,16,16.0,,,1958,,https://www.facebook.com/CloquetCommunityMemorialHospital,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6968f84dd3359000010a2011/picture,Rural,CAH,us_hospital_list_2024,431309,54a129bc69702dc128208501,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Midwest,false,false
Avera Flandreau Hospital - Cah,,,,Healthcare,healthcare,Standard,new,"Flandreau, SD",214 North Prairie Street,Flandreau,SD,57028,+1 (605) 997-2433,108,27000000,18,18.0,,,,,,,Rural,CAH,us_hospital_list_2024,431310,,Standard,5000,416.67,system_member,Avera Health,avera_health,Standard,critical_access,5000,3600.0,3600.0,32,Midwest,false,false
Sanford Webster Medical Center,,,,Healthcare,healthcare,Standard,new,"Webster, SD",1401 W First St.,Webster,SD,57274,+1 (605) 345-3336,150,37500000,25,25.0,,,,,,,Rural,CAH,us_hospital_list_2024,431311,,Standard,5000,416.67,system_member,Sanford Health,sanford,Standard,community,5000,3600.0,3600.0,32,Midwest,false,false
Marshall County Healthcare Center - Cah,,,,Healthcare,healthcare,Standard,new,"Britton, SD",413 9th Street,Britton,SD,57430,+1 (605) 448-2253,120,30000000,20,20.0,,,,,,,Rural,CAH,us_hospital_list_2024,431312,,Standard,5000,416.67,independent,,,Standard,critical_access,5000,,5000,30,Midwest,false,false
Freeman Medical Center - Cah,,,,Healthcare,healthcare,Standard,new,"Freeman, SD",510 E 8th St. Post Office Box 370,Freeman,SD,57029,+1 (605) 925-4000,150,37500000,25,25.0,,,,,,,Rural,CAH,us_hospital_list_2024,431313,,Standard,5000,416.67,independent,,,Standard,critical_access,5000,,5000,30,Midwest,false,false
Bennett County Hospital and Nursing Home - Cah,,,,Healthcare,healthcare,Standard,new,"Martin, SD",102 Major Allen Post Office Box 70d,Martin,SD,57551,+1 (605) 685-6622,84,21000000,14,14.0,,,,,,,Rural,CAH,us_hospital_list_2024,431314,,Standard,5000,416.67,independent,,,Standard,critical_access,5000,,5000,30,Midwest,false,false
Wagner Community Memorial Hospital - Cah,,,,Healthcare,healthcare,Standard,new,"Wagner, SD",513 3rd St. Sw,Wagner,SD,57380,+1 (605) 384-3611,120,30000000,20,20.0,,,,,,,Rural,CAH,us_hospital_list_2024,431315,,Standard,5000,416.67,independent,,,Standard,critical_access,5000,,5000,30,Midwest,false,false
Community Memorial Hospital,cloquethospital.com,http://www.cloquethospital.com,http://www.linkedin.com/company/community-memorial-hospital,Healthcare,healthcare,Standard,new,"Redfield, SD",111 W 10th Ave Post Office Box 420,Redfield,SD,57469,+1 (218) 879-4641,150,37500000,25,25.0,,,1958,,https://www.facebook.com/CloquetCommunityMemorialHospital,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6968f84dd3359000010a2011/picture,Rural,CAH,us_hospital_list_2024,431316,54a129bc69702dc128208501,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Midwest,false,false
Landmann-Jungman Memorial Hospital - Cah,,,,Healthcare,healthcare,Standard,new,"Scotland, SD",600 Billars St.,Scotland,SD,57059,+1 (605) 583-2226,120,30000000,20,20.0,,,,,,,Rural,CAH,us_hospital_list_2024,431317,,Standard,5000,416.67,independent,,,Standard,critical_access,5000,,5000,30,Midwest,false,false
Bowdle Hospital - Cah,,,,Healthcare,healthcare,Standard,new,"Bowdle, SD",8001 W 5th Post Office Box 556,Bowdle,SD,57428,+1 (605) 285-6146,72,18000000,12,12.0,,,,,,,Rural,CAH,us_hospital_list_2024,431318,,Standard,5000,416.67,independent,,,Standard,critical_access,5000,,5000,30,Midwest,false,false
Hans P Peterson Memorial Hospital - Cah,,,,Healthcare,healthcare,Standard,new,"Philip, SD",503 W Pine Post Office Box 790,Philip,SD,57567,+1 (605) 859-2511,108,27000000,18,18.0,,,,,,,Rural,CAH,us_hospital_list_2024,431319,,Standard,5000,416.67,independent,,,Standard,critical_access,5000,,5000,30,Midwest,false,false
Monument Health Lead-Deadwood Hospital,,,,Healthcare,healthcare,Standard,new,"Deadwood, SD",61 Charles Street,Deadwood,SD,57732,+1 (605) 717-6000,108,27000000,18,18.0,,,,,,,Rural,CAH,us_hospital_list_2024,431320,,Standard,5000,416.67,system_member,Monument Health,monument_health,Standard,community,5000,4000.0,4000.0,32,Midwest,false,false
Monument Health Sturgis Hospital,,,,Healthcare,healthcare,Standard,new,"Sturgis, SD",2140 Junction Ave,Sturgis,SD,57785,+1 (605) 720-2400,150,37500000,25,25.0,,,,,,,Rural,CAH,us_hospital_list_2024,431321,,Standard,5000,416.67,system_member,Monument Health,monument_health,Standard,community,5000,4000.0,4000.0,32,Midwest,false,false
Fall River Hospital - Cah,,,,Healthcare,healthcare,Standard,new,"Hot Springs, SD",1201 Highway 71 South,Hot Springs,SD,57747,+1 (605) 745-8910,150,37500000,25,25.0,,,,,,,Rural,CAH,us_hospital_list_2024,431322,,Standard,5000,416.67,independent,,,Standard,critical_access,5000,,5000,30,Midwest,false,false
Monument Health Custer Hospital,,,,Healthcare,healthcare,Standard,new,"Custer, SD",1220 Montgomery Street,Custer,SD,57730,+1 (605) 673-9400,72,18000000,12,12.0,,,,,,,Rural,CAH,us_hospital_list_2024,431323,,Standard,5000,416.67,system_member,Monument Health,monument_health,Standard,community,5000,4000.0,4000.0,32,Midwest,false,false
Avera Weskota Memorial Medical Center - Cah,,,,Healthcare,healthcare,Standard,new,"Wessington Springs, SD",604 1st St. Ne,Wessington Springs,SD,57382,+1 (605) 539-1201,96,24000000,16,16.0,,,,,,,Rural,CAH,us_hospital_list_2024,431324,,Standard,5000,416.67,system_member,Avera Health,avera_health,Standard,critical_access,5000,3600.0,3600.0,32,Midwest,false,false
Mobridge Regional Hospital - Cah,,,,Healthcare,healthcare,Standard,new,"Mobridge, SD",1401 10th Ave West,Mobridge,SD,57601,+1 (605) 845-3692,150,37500000,25,25.0,,,,,,,Rural,CAH,us_hospital_list_2024,431325,,Standard,5000,416.67,independent,,,Standard,critical_access,5000,,5000,30,Midwest,false,false
Milbank Area Hospital/avera Health,averamilbank.org,http://www.averamilbank.org,http://www.linkedin.com/company/milbank-area-hospital-avera-health,Healthcare,healthcare,Standard,new,"Milbank, SD",301 Flynn Drive,Milbank,SD,57252,+1 (605) 432-4538,150,37500000,25,25.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,Rural,CAH,us_hospital_list_2024,431326,6713e9f333a88400017b3b27,Standard,5000,416.67,system_member,Avera Health,avera_health,Standard,community,5000,3600.0,3600.0,32,Midwest,false,false
St. Michael's Hospital - Cah,,,,Healthcare,healthcare,Standard,new,"Tyndall, SD",410 W 16th Ave,Tyndall,SD,57066,+1 (605) 589-2100,150,37500000,25,25.0,,,,,,,Rural,CAH,us_hospital_list_2024,431327,,Standard,5000,416.67,independent,,,Standard,critical_access,5000,,5000,30,Midwest,false,false
Pioneer Memorial Hospital - Cah,,,,Healthcare,healthcare,Standard,new,"Viborg, SD",315 N Washington Ave Post Office Box 368,Viborg,SD,57070,+1 (605) 326-5161,72,18000000,12,12.0,,,,,,,Rural,CAH,us_hospital_list_2024,431328,,Standard,5000,416.67,independent,,,Standard,critical_access,5000,,5000,30,Midwest,false,false
Sanford Chamberlain Medical Center,sanfordmiddakota.org,http://www.sanfordmiddakota.org,http://www.linkedin.com/company/sanford-chamberlain-medical-center,Healthcare,healthcare,Standard,new,"Chamberlain, SD",300 S Byron,Chamberlain,SD,57325,+1 (605) 234-5511,150,37500000,25,25.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,Rural,CAH,us_hospital_list_2024,431329,67247609a93e7e0001924ce0,Standard,5000,416.67,system_member,Sanford Health,sanford,Standard,community,5000,3600.0,3600.0,32,Midwest,false,false
Avera St. Benedict Health Center - Cah,,,,Healthcare,healthcare,Standard,new,"Parkston, SD",401 West Glynn Drive,Parkston,SD,57366,+1 (605) 928-3311,150,37500000,25,25.0,,,,,,,Rural,CAH,us_hospital_list_2024,431330,,Standard,5000,416.67,system_member,Avera Health,avera_health,Standard,critical_access,5000,3600.0,3600.0,32,Midwest,false,false
Avera Dells Area Hospital - Cah,,,,Healthcare,healthcare,Standard,new,"Dell Rapids, SD",909 N Iowa Ave,Dell Rapids,SD,57022,+1 (605) 428-5431,138,34500000,23,23.0,,,,,,,Urban,CAH,us_hospital_list_2024,431331,,Standard,5000,416.67,system_member,Avera Health,avera_health,Standard,community,5000,3600.0,3600.0,32,Midwest,false,false
Avera De Smet Memorial Hospital - Cah,,,,Healthcare,healthcare,Standard,new,"De Smet, SD",306 Prairie Avenue Sw Post Office Box 160,De Smet,SD,57231,+1 (605) 854-3329,36,9000000,6,6.0,,,,,,,Rural,CAH,us_hospital_list_2024,431332,,Standard,5000,416.67,system_member,Avera Health,avera_health,Standard,critical_access,5000,3600.0,3600.0,32,Midwest,false,false
Sanford Canton-Inwood Medical Center - Cah,,,http://www.linkedin.com/company/sanford-canton-inwood-medical-center---cah,Healthcare,healthcare,Standard,new,"Canton, SD",440 North Hiawatha Drive,Canton,SD,57013,+1 (605) 764-1500,66,16500000,11,11.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,Rural,CAH,us_hospital_list_2024,431333,66f3ac592e412500017e0336,Standard,5000,416.67,system_member,Sanford Health,sanford,Standard,critical_access,5000,3600.0,3600.0,32,Midwest,false,false
Winner Regional Healthcare Center - Cah,,,,Healthcare,healthcare,Standard,new,"Winner, SD",745 East 8th Street,Winner,SD,57580,+1 (605) 842-7100,150,37500000,25,25.0,,,,,,,Rural,CAH,us_hospital_list_2024,431334,,Standard,5000,416.67,independent,,,Standard,critical_access,5000,,5000,30,Midwest,false,false
Huron Regional Medical Center,huronregional.org,http://www.huronregional.org,http://www.linkedin.com/company/huron-regional-medical-center,Healthcare,healthcare,Standard,new,"Huron, SD",172 Fourth Street Se,Huron,SD,57350,+1 (605) 353-6200,150,37500000,25,25.0,,,1947,https://twitter.com/hrmc_huron,https://facebook.com/huronregionalmedicalcenter,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/673dce4436d26700019b7765/picture,Rural,CAH,us_hospital_list_2024,431335,5a9e12cca6da98d93edf0e2c,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Midwest,false,false
Sanford Vermillion Hospital,,,http://www.linkedin.com/company/sanford-vermillion-hospital,Healthcare,healthcare,Standard,new,"Vermillion, SD",20 South Plum Street,Vermillion,SD,57069,+1 (605) 677-3500,150,37500000,25,25.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,Rural,CAH,us_hospital_list_2024,431336,672fa57fcfd91b00010ea1a1,Standard,5000,416.67,system_member,Sanford Health,sanford,Standard,community,5000,3600.0,3600.0,32,Midwest,false,false
Avera Hand County Memorial Hospital and Clinic,,,,Healthcare,healthcare,Standard,new,"Miller, SD",300 W 5th St.,Miller,SD,57362,+1 (605) 853-2421,66,16500000,11,25.0,,,,,,,Rural,CAH,us_hospital_list_2024,431337,,Standard,5000,416.67,system_member,Avera Health,avera_health,Standard,community,5000,3600.0,3600.0,32,Midwest,false,false
Avera Gregory Hospital,,,,Healthcare,healthcare,Standard,new,"Gregory, SD",110 S Logan Ave,Gregory,SD,57533,+1 (605) 835-8394,150,37500000,25,13.0,,,,,,,Rural,CAH,us_hospital_list_2024,431338,,Standard,5000,416.67,system_member,Avera Health,avera_health,Standard,community,5000,3600.0,3600.0,32,Midwest,false,false
Coteau Des Prairies Health Care System,,,,Healthcare,healthcare,Standard,new,"Sisseton, SD",205 Orchard DR,Sisseton,SD,57262,+1 (605) 698-7647,150,37500000,25,25.0,,,,,,,Rural,CAH,us_hospital_list_2024,431339,,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Midwest,false,false
Avera Queen of Peace,,,http://www.linkedin.com/company/avera-queen-of-peace-health-services,Healthcare,healthcare,Standard,new,"Mitchell, SD",525 N Foster,Mitchell,SD,57301,+1 (605) 995-2000,150,37500000,25,25.0,,,1906,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/696f04954aa45000016751c6/picture,Rural,CAH,us_hospital_list_2024,431340,54a1a23c7468695860929903,Standard,5000,416.67,system_member,Avera Health,avera_health,Standard,community,5000,3600.0,3600.0,32,Midwest,false,false
Eagle Butte Indian Health Service Hospital,,,,Healthcare,healthcare,Standard,new,"Eagle Butte, SD",24276 166th Airport Road,Eagle Butte,SD,57625,+1 (605) 964-3005,48,12000000,8,8.0,,,,,,,Rural,CAH,us_hospital_list_2024,431383,,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Midwest,false,false
Unicoi County Hospital,ucmhnet.org,http://www.ucmhnet.org,http://www.linkedin.com/company/unicoi-county-memorial-hospital,Healthcare,healthcare,Standard,new,"Erwin, TN",2030 Temple Hill Road,Erwin,TN,37650,+1 (423) 743-3141,60,15000000,10,8.0,,,1953,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,Rural,PPS,us_hospital_list_2024,440001,6727f6840b702b000159be49,Standard,5000,416.67,system_member,Ballad Health,ballad_health,Standard,community,5000,3800.0,3800.0,32,Southeast,false,false
Jackson-Madison County General Hospital,,,http://www.linkedin.com/company/jackson-madison-county-general-hospital,Healthcare,healthcare,Enterprise Plus,new,"Jackson, TN",620 Skyline Drive,Jackson,TN,38301,+1 (731) 541-5000,4626,1156500000,771,580.0,,,1950,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac09a4ccae0001634980/picture,Urban,SCH/RRC,us_hospital_list_2024,440002,6603934bc15bd900070d80a2,Enterprise Plus,63600.0,5300.0,system_member,Jackson-Madison County General Hospital,jackson_madison,Enterprise Plus,community,68130,6000.0,6000.0,32,Southeast,false,false
